datum_eerste_toelating,benzine_count,elektriciteit_count,diesel_count,waterstof_count,alcohol_count,lpg_count,cng_count,lng_count
1993-05,3297,1,529,0,0,45,0,0
1993-06,4662,63,3898,0,0,191,2,2
1993-07,2884,1,365,0,0,73,0,0
1993-08,2013,2,230,0,0,37,0,0
1993-09,1792,0,240,0,1,40,0,0
1993-10,1561,2,268,0,0,43,0,0
1993-11,1137,0,229,0,0,41,0,0
1993-12,975,1,231,0,0,33,0,0
1994-01,2799,0,322,0,0,64,0,0
1994-02,3468,1,270,0,0,182,0,0
1994-03,4429,0,626,0,0,58,0,0
1994-04,3505,0,370,0,0,36,0,0
1994-05,3179,0,466,0,0,45,0,0
1994-06,4444,60,4373,1,3,189,1,0
1994-07,2991,0,382,0,0,55,0,0
1994-08,2134,0,247,0,0,33,0,0
1994-09,1867,0,277,0,0,50,0,0
1994-10,1720,0,265,0,0,31,1,0
1994-11,1376,2,239,0,0,46,1,0
1994-12,739,0,206,0,0,24,0,0
1995-01,3307,0,433,0,0,100,0,0
1995-02,3514,0,399,0,0,169,0,0
1995-03,4709,1,552,0,0,98,0,0
1995-04,3964,0,605,0,1,73,0,0
1995-05,4031,0,610,0,0,70,0,0
1995-06,5272,131,6078,2,1,287,3,3
1995-07,3270,0,429,0,0,116,0,0
1995-08,2783,0,317,0,1,68,0,0
1995-09,2144,0,370,0,0,92,0,0
1995-10,2186,0,315,0,0,63,0,0
1995-11,1677,0,252,0,0,77,1,0
1995-12,738,0,189,0,0,31,0,0
1996-01,3680,2,508,0,0,141,0,0
1996-02,3385,1,421,0,0,128,0,0
1996-03,5749,2,792,0,0,100,0,0
1996-04,5797,0,659,0,0,99,0,0
1996-05,5165,0,681,0,0,108,0,1
1996-06,6281,128,5779,1,1,293,2,1
1996-07,4016,1,519,0,0,141,1,0
1996-08,3287,1,394,0,0,64,0,0
1996-09,2922,0,465,0,0,106,0,0
1996-10,2788,0,442,0,0,104,0,0
1996-11,2242,0,372,0,0,84,0,0
1996-12,1025,1,216,0,0,35,0,0
1997-01,5088,0,723,0,0,205,0,0
1997-02,5023,2,548,0,0,192,0,0
1997-03,6865,0,837,0,0,143,0,0
1997-04,6802,0,846,0,0,151,0,0
1997-05,5890,1,737,0,0,111,0,0
1997-06,7262,184,5403,0,0,355,2,2
1997-07,5298,0,730,0,0,221,1,0
1997-08,3971,0,443,0,0,110,0,0
1997-09,3687,2,519,0,0,169,0,0
1997-10,3606,1,512,0,0,157,0,0
1997-11,2714,0,441,0,0,133,0,0
1997-12,1897,0,342,0,0,87,0,0
1998-01,6996,1,860,0,0,310,0,0
1998-02,5882,1,670,0,0,199,0,0
1998-03,7789,3,1099,0,0,191,0,0
1998-04,7951,0,1079,0,0,175,0,0
1998-05,7644,2,979,0,0,195,0,0
1998-06,9070,202,7152,0,0,386,1,3
1998-07,6837,1,1054,0,0,205,0,0
1998-08,4575,0,653,0,0,91,0,0
1998-09,5079,1,808,0,0,157,0,0
1998-10,5230,1,829,0,0,130,0,0
1998-11,4043,2,676,0,0,111,0,0
1998-12,2217,2,350,0,0,65,0,0
1999-01,10937,1,1392,0,0,259,2,0
1999-02,7757,3,945,0,0,179,1,0
1999-03,11670,2,1424,0,1,183,0,0
1999-04,11328,2,1288,0,0,192,0,0
1999-05,10182,1,1188,0,0,136,0,0
1999-06,12595,244,7480,0,1,394,4,1
1999-07,10022,1,1285,0,0,209,0,0
1999-08,7086,1,842,0,0,125,1,0
1999-09,8034,2,978,0,0,157,0,0
1999-10,6937,1,888,0,0,157,1,0
1999-11,5789,0,861,0,0,109,0,0
1999-12,2419,0,471,0,0,47,0,0
2000-01,14471,1,1765,0,0,266,1,0
2000-02,11376,6,1287,0,0,200,0,0
2000-03,15881,1,1727,0,0,243,0,0
2000-04,12755,1,1838,0,0,179,1,0
2000-05,14089,1,1685,0,0,202,0,0
2000-06,13601,367,8428,0,0,396,1,1
2000-07,10516,2,1230,0,0,247,0,0
2000-08,10357,6,1169,0,0,162,0,0
2000-09,9994,4,1114,0,0,217,0,0
2000-10,9527,2,1090,0,0,189,1,0
2000-11,8739,1,934,0,0,167,1,0
2000-12,4856,3,692,0,0,80,1,0
2001-01,16953,31,2015,0,0,366,0,0
2001-02,11828,6,1257,0,0,232,1,0
2001-03,17029,12,1838,0,0,279,0,0
2001-04,13708,7,1734,0,0,248,1,0
2001-05,15109,13,1851,0,0,233,0,0
2001-06,16023,327,8530,1,1,479,2,3
2001-07,13402,8,1569,0,0,321,3,0
2001-08,11873,4,1392,0,0,191,3,0
2001-09,11230,2,1414,0,0,191,1,0
2001-10,12026,3,1463,0,0,265,2,0
2001-11,10523,1,1315,0,0,199,0,0
2001-12,3683,1,682,0,0,80,0,0
2002-01,21070,4,2676,0,0,379,1,0
2002-02,15310,4,1677,0,0,318,0,0
2002-03,18729,4,2433,0,0,313,2,1
2002-04,16969,5,2170,0,0,274,1,0
2002-05,17612,7,2281,0,0,253,3,0
2002-06,20025,316,8236,1,1,467,2,1
2002-07,16337,4,2026,0,0,325,3,0
2002-08,14330,5,1690,0,0,217,2,0
2002-09,15238,1,1687,0,0,229,2,0
2002-10,16085,2,1971,1,0,248,2,0
2002-11,14222,2,1554,0,0,200,1,0
2002-12,10083,6,740,0,0,97,2,0
2003-01,26103,2,3570,0,0,430,0,0
2003-02,17290,11,2309,0,1,322,2,0
2003-03,22465,2,2631,0,0,319,0,0
2003-04,20569,3,2822,0,0,271,0,0
2003-05,22532,4,2713,0,0,322,1,0
2003-06,25592,302,8999,2,1,460,1,5
2003-07,21295,3,2467,0,0,425,1,0
2003-08,18195,3,1894,0,0,227,1,0
2003-09,19911,4,2268,0,0,308,1,0
2003-10,17837,4,2348,0,0,298,1,0
2003-11,14931,6,1862,0,0,214,1,0
2003-12,7363,10,828,0,0,113,3,0
2004-01,33910,48,4497,0,0,541,1,0
2004-02,21902,54,2949,0,0,382,0,0
2004-03,28988,42,3666,0,1,357,0,0
2004-04,26167,59,3584,0,1,356,2,0
2004-05,23010,42,3317,0,0,317,1,0
2004-06,30097,374,10367,0,1,608,2,2
2004-07,22988,40,3603,0,0,420,1,0
2004-08,18314,92,2601,0,1,231,3,0
2004-09,22385,107,3047,0,0,349,0,0
2004-10,20314,96,3293,0,0,357,3,0
2004-11,18136,71,3053,0,0,292,3,0
2004-12,10201,18,1464,0,0,128,4,0
2005-01,37299,255,5717,0,0,674,3,0
2005-02,21338,77,3159,0,1,408,4,0
2005-03,30087,112,4259,0,0,464,4,0
2005-04,27768,127,3969,0,0,413,2,0
2005-05,24801,143,3596,0,0,353,6,0
2005-06,31582,655,13799,0,1,711,10,1
2005-07,24957,174,2194,0,0,430,3,0
2005-08,233360,814,5450,0,0,301,2,0
2005-09,29234,163,2712,0,0,403,6,0
2005-10,23164,191,2661,0,0,335,10,0
2005-11,22059,104,2744,0,2,334,9,0
2005-12,9777,43,1218,0,4,157,9,0
2006-01,43752,338,6376,0,3,673,10,0
2006-02,29021,245,4190,0,0,454,8,0
2006-03,40257,149,5307,0,3,566,7,0
2006-04,30383,208,4888,0,0,426,13,0
2006-05,33896,255,4786,0,3,486,11,0
2006-06,39263,881,12965,0,7,711,10,2
2006-07,30015,88,4031,0,3,512,4,0
2006-08,26945,102,3848,0,4,415,4,0
2006-09,31142,95,4178,0,2,446,9,0
2006-10,27832,100,4048,0,1,392,10,0
2006-11,26067,83,3866,0,6,361,10,0
2006-12,14931,36,2158,0,0,187,5,1
2007-01,46626,256,7697,0,2,789,7,1
2007-02,31209,146,5431,0,4,427,7,0
2007-03,43385,231,6518,0,6,528,13,0
2007-04,33731,251,5749,0,9,389,14,0
2007-05,35795,270,6098,0,14,425,7,0
2007-06,44178,911,16130,1,22,831,7,5
2007-07,32796,302,5818,0,8,554,10,0
2007-08,33775,290,5595,1,6,417,10,0
2007-09,33083,224,5331,0,10,435,29,0
2007-10,31410,216,6034,0,15,465,11,1
2007-11,28007,201,5301,0,10,399,14,0
2007-12,12434,91,2077,0,16,191,3,0
2008-01,48106,316,10902,0,46,1035,18,1
2008-02,41444,574,7905,0,47,629,13,0
2008-03,41623,562,8067,1,51,614,30,0
2008-04,39097,471,7602,0,43,499,26,0
2008-05,43174,494,7082,0,34,511,13,0
2008-06,46624,1320,18886,0,34,948,32,2
2008-07,38468,526,6355,0,33,523,13,0
2008-08,36637,520,5564,0,20,450,17,0
2008-09,37303,478,6228,0,61,518,19,0
2008-10,34931,330,6679,0,51,489,19,0
2008-11,26007,235,5101,0,39,403,16,0
2008-12,12741,69,2165,0,30,142,30,0
2009-01,45450,702,9756,0,30,615,58,0
2009-02,34347,561,5902,0,45,340,25,0
2009-03,40605,587,6231,0,51,331,51,0
2009-04,37602,591,5744,0,107,306,24,0
2009-05,37624,718,5396,1,131,272,25,0
2009-06,44037,1091,13117,3,150,462,38,0
2009-07,40445,953,5217,0,498,314,35,0
2009-08,34486,1289,3849,0,106,241,48,0
2009-09,40022,1207,5058,0,114,272,126,0
2009-10,38567,971,5049,0,48,258,15,0
2009-11,30940,565,4333,0,39,232,22,0
2009-12,14650,239,1943,1,34,110,82,0
2010-01,55916,1410,8444,0,37,486,57,0
2010-02,39062,839,5842,0,45,305,30,0
2010-03,52541,1092,7361,0,41,295,37,0
2010-04,44618,1182,6624,0,52,244,28,0
2010-05,43149,1065,6298,0,33,258,35,0
2010-06,58597,1648,15638,1,41,439,34,4
2010-07,45678,1108,7172,0,29,267,32,1
2010-08,38788,1288,6775,0,24,378,31,0
2010-09,45133,1428,8697,0,48,738,34,0
2010-10,39824,1125,9739,0,59,751,21,0
2010-11,33305,813,9340,0,48,478,54,0
2010-12,15088,262,3909,0,67,163,43,0
2011-01,61196,1604,16469,0,29,911,48,0
2011-02,46344,1502,11182,0,40,309,31,0
2011-03,55916,1903,14326,0,79,471,42,1
2011-04,47989,1720,12573,0,101,455,41,0
2011-05,50971,1259,13551,0,86,475,32,0
2011-06,52830,1610,20872,0,107,676,37,1
2011-07,41564,1070,10568,1,99,542,78,0
2011-08,37182,1286,9463,0,60,544,42,0
2011-09,42706,1306,10462,0,84,892,64,0
2011-10,38632,907,11329,0,57,786,57,0
2011-11,36697,1060,10692,0,125,1088,72,0
2011-12,22347,673,4978,0,34,1030,34,0
2012-01,55908,1934,17938,0,181,1190,94,0
2012-02,41822,1151,11565,0,59,763,52,0
2012-03,57203,1817,13515,0,46,1019,132,2
2012-04,43413,1346,11002,1,37,552,52,1
2012-05,47344,1726,12885,0,37,799,81,0
2012-06,67783,2850,25630,2,30,3087,48,1
2012-07,34284,2134,9889,0,16,382,38,0
2012-08,37025,2658,8606,0,28,338,97,1
2012-09,34000,2401,8708,0,11,300,38,0
2012-10,26399,1722,9699,0,13,308,39,1
2012-11,27345,1536,9517,0,11,327,83,2
2012-12,17650,959,6465,0,26,313,264,4
2013-01,45973,2303,12729,0,7,546,83,0
2013-02,35907,1744,9088,0,8,551,85,7
2013-03,40832,2242,11782,0,15,299,87,0
2013-04,36228,1861,11072,0,5,136,69,0
2013-05,36255,1855,10258,0,3,120,76,0
2013-06,41782,2551,19099,1,7,338,95,2
2013-07,34880,2142,10513,0,5,152,72,1
2013-08,32161,2242,8787,0,3,123,32,2
2013-09,32917,2409,10217,0,4,197,62,0
2013-10,33975,3388,12033,1,5,204,65,0
2013-11,35123,5030,11987,3,3,318,78,0
2013-12,27693,8247,12834,0,5,205,59,0
2014-01,44932,2107,13008,1,2,250,121,0
2014-02,37426,2351,10340,0,5,194,72,0
2014-03,37589,2712,11905,0,4,300,168,0
2014-04,36189,3048,11285,0,3,245,231,0
2014-05,37503,3090,11872,0,3,198,233,4
2014-06,39836,3330,20852,1,13,370,219,2
2014-07,34116,2086,11334,1,5,250,277,0
2014-08,28839,1980,9339,0,1,157,183,0
2014-09,32781,2203,10998,2,1,188,232,1
2014-10,34858,2505,12594,0,1,170,274,0
2014-11,30942,2607,11554,0,4,145,202,0
2014-12,26873,3274,12237,0,4,83,660,0
2015-01,48880,4042,15040,0,4,228,119,1
2015-02,39632,2984,10694,0,3,163,50,0
2015-03,37423,2680,13859,3,3,125,69,1
2015-04,35156,2677,11935,0,4,105,37,0
2015-05,34403,2873,11497,3,3,120,55,0
2015-06,43484,4901,23689,5,2,264,81,2
2015-07,39261,3940,12442,0,6,157,60,0
2015-08,32520,3004,10870,0,2,99,59,0
2015-09,37408,3936,12263,1,3,108,54,2
2015-10,37284,5586,13037,1,0,108,92,0
2015-11,34449,6315,13869,2,2,138,54,2
2015-12,40232,17262,18680,14,4,107,75,1
2016-01,46899,2223,14192,5,3,194,39,4
2016-02,37373,2439,12521,4,1,128,31,1
2016-03,40129,2776,15734,6,5,163,56,1
2016-04,38817,2623,13396,1,5,188,46,2
2016-05,39698,2505,12497,2,0,159,30,2
2016-06,49706,3451,24974,4,3,315,59,4
2016-07,38253,2562,11315,1,2,227,44,0
2016-08,33379,2696,10188,2,2,112,120,0
2016-09,40111,3601,12373,2,1,166,99,0
2016-10,33655,3294,11726,5,3,214,102,3
2016-11,33994,4246,12306,7,0,175,188,1
2016-12,32941,11233,10274,5,2,160,171,12
2017-01,54939,4050,16923,3,1,304,165,6
2017-02,40032,3031,12118,1,5,191,104,3
2017-03,49228,3655,16514,3,0,183,147,0
2017-04,40500,3099,11942,0,0,209,130,3
2017-05,47639,4066,14033,4,0,249,126,11
2017-06,53548,5415,25898,9,1,425,201,4
2017-07,41161,3659,11708,5,1,203,220,8
2017-08,36113,3487,10714,0,0,148,379,1
2017-09,42193,4251,12135,1,1,151,76,2
2017-10,40520,3896,12499,1,0,302,100,6
2017-11,43508,4287,12319,5,1,250,112,23
2017-12,35716,5043,6747,2,2,170,28,12
2018-01,60717,5833,18680,1,1,350,112,3
2018-02,42116,4412,12996,1,1,200,216,8
2018-03,52450,6576,15501,2,2,253,177,12
2018-04,46144,5215,12971,0,1,205,176,1
2018-05,50348,5854,13496,0,2,181,247,16
2018-06,60994,8273,25739,3,4,328,154,15
2018-07,47091,5237,11500,5,1,262,286,11
2018-08,50132,5852,11430,3,2,250,200,13
2018-09,33427,6383,10263,6,0,137,46,7
2018-10,34256,5222,12347,5,0,137,61,27
2018-11,36731,7137,12351,1,1,191,52,11
2018-12,19864,8801,6237,3,0,119,59,7
2019-01,52396,7688,16663,2,1,270,76,32
2019-02,38066,6375,11263,5,0,154,47,19
2019-03,49990,10865,13295,7,1,187,44,22
2019-04,44112,7963,11912,9,1,211,38,13
2019-05,48897,9126,12686,40,2,213,50,12
2019-06,50796,12187,24587,17,2,328,57,25
2019-07,43105,8094,9975,12,3,183,75,3
2019-08,39230,8120,9924,13,1,178,198,7
2019-09,37860,13394,8503,14,0,95,59,11
2019-10,38892,8143,9207,8,2,91,114,3
2019-11,38900,12588,9496,6,0,101,155,5
2019-12,24700,27437,6996,38,15,86,81,11
2020-01,51671,11924,12424,13,1,143,56,20
2020-02,37857,11121,9108,7,0,168,30,11
2020-03,33902,11928,9251,12,0,181,30,31
2020-04,21471,6465,5492,5,0,147,48,30
2020-05,25159,7447,5484,4,0,159,30,19
2020-06,37800,13236,16940,27,0,319,27,11
2020-07,45607,15754,8136,6,0,310,30,6
2020-08,34621,14702,7084,9,0,416,15,13
2020-09,34627,18735,7484,18,0,366,44,23
2020-10,34506,20149,7773,10,0,369,80,20
2020-11,33432,21300,7391,16,0,325,33,25
2020-12,25282,41958,4364,51,0,290,41,18
2021-01,41407,17610,10180,0,0,257,28,45
2021-02,29584,13740,8648,2,0,243,12,42
2021-03,36453,18172,10485,44,0,228,16,47
2021-04,33361,17393,9448,9,0,276,26,54
2021-05,34447,18821,8822,4,0,231,19,45
2021-06,41691,24906,9024,11,0,378,29,44
2021-07,32740,19116,6877,15,1,377,24,18
2021-08,24887,17834,5583,5,0,235,17,19
2021-09,26683,19596,6596,9,0,271,28,14
2021-10,24275,18238,7018,13,0,345,18,12
2021-11,24685,21390,7379,11,1,298,17,32
2021-12,21110,33083,6575,53,1,323,25,17
2022-01,33615,20365,7885,16,0,410,17,35
2022-02,25302,17153,6413,5,1,191,8,21
2022-03,27079,21508,7881,5,0,203,7,12
2022-04,24133,19058,6526,7,0,170,0,21
2022-05,24827,18659,6784,8,0,197,0,14
2022-06,29298,22012,7907,53,0,428,7,19
2022-07,22440,17293,5717,2,3,202,5,13
2022-08,22424,17679,5225,7,0,176,6,2
2022-09,23724,19168,6296,2,0,223,37,3
2022-10,25651,20845,5943,2,1,240,63,5
2022-11,23276,20101,7008,5,0,397,2,2
2022-12,19818,23919,5925,3,0,278,4,6
2023-01,30903,19023,8295,5,0,300,3,5
2023-02,23708,20064,7466,2,0,227,2,0
2023-03,14152,14506,4676,2,0,117,7,1
